KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,TRAVTIME,CAR_USE,BLUEBOOK,TIF,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY,HOME_VAL_IMPUTED,EDUCATION_CODE,OCCUPATION_FREQ,CAR_TYPE_RISK,RISK_SCORE,CLAIM_RATIO,CAR_Minivan,CAR_Panel Truck,CAR_Pickup,CAR_Sports Car,CAR_Van,CAR_z_SUV,OCC_Clerical,OCC_Lawyer,OCC_Manager,OCC_Other,OCC_Professional,OCC_z_Blue Collar
0,49.0,0,14.0,108748.0,0,322394.0,1,0,32,0,21520.0,1,0,0.0,0,0,1,0.0,7.0,0,1,False,0,0.22213592233009707,0.2917100242802636,0.5875130072840791,0.0,False,False,False,False,False,True,False,False,False,False,False,True
0,50.0,0,0.0,0.0,0,113870.0,1,0,12,0,6500.0,6,0,0.0,0,0,0,2812.0,8.0,1,1,False,1,0.26485436893203884,0.3460559796437659,0.40381679389312974,0.0,False,False,False,True,False,False,False,False,False,True,False,False
0,42.0,0,10.0,86596.0,0,251362.0,1,1,32,0,15280.0,10,0,0.0,0,0,0,0.0,16.0,0,1,False,3,0.13650485436893203,0.1726698848867434,0.751800965466023,0.0,True,False,False,False,False,False,False,False,False,False,True,False
0,33.0,2,12.0,92904.0,1,264763.0,0,0,30,1,14060.0,10,0,0.0,0,0,0,0.0,10.0,0,1,False,2,0.22213592233009707,0.2917100242802636,0.5875130072840791,0.0,False,False,False,False,False,True,False,False,False,False,False,True
0,42.0,1,12.0,82281.0,1,205669.0,0,0,36,1,18530.0,9,0,14552.0,1,0,6,0.0,10.0,0,0,False,2,0.22213592233009707,0.2917100242802636,2.8875130072840793,0.1,False,False,False,False,False,True,False,False,False,False,False,True
0,41.0,3,11.0,53526.0,0,159061.0,1,0,35,0,9170.0,6,0,0.0,0,0,0,5050.0,8.0,1,1,False,1,0.13650485436893203,0.2917100242802636,0.3875130072840791,0.0,False,False,False,False,False,True,False,False,False,False,True,False
0,40.0,1,11.0,63400.0,0,242530.0,1,0,58,0,27080.0,4,0,0.0,0,0,0,0.0,8.0,0,1,False,1,0.15436893203883495,0.1726698848867434,0.351800965466023,0.0,True,False,False,False,False,False,True,False,False,False,False,False
0,51.0,0,13.0,62463.0,0,269190.0,1,0,37,1,19370.0,6,0,1107.0,3,0,0,0.0,1.0,0,1,False,2,0.22213592233009707,0.1726698848867434,0.5518009654660231,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,True
0,57.0,0,15.0,25761.0,0,149672.0,1,1,57,0,11940.0,1,0,4792.0,1,0,8,3782.0,11.0,1,1,False,2,0.15436893203883495,0.31281761716544326,3.793845285149633,0.5,False,False,True,False,False,False,True,False,False,False,False,False
0,42.0,0,11.0,49224.0,0,155963.0,1,1,29,1,27460.0,1,1,4546.0,3,0,0,3443.0,1.0,1,1,False,1,0.22213592233009707,0.1726698848867434,0.351800965466023,1.5,True,False,False,False,False,False,False,False,False,False,False,True
0,46.0,0,10.0,41083.0,0,177527.0,1,0,21,1,12810.0,10,0,2520.0,2,0,4,0.0,10.0,0,1,False,1,0.22213592233009707,0.2917100242802636,1.9875130072840792,0.18181818181818182,False,False,False,False,False,True,False,False,False,False,False,True
1,56.0,2,17.0,53526.0,0,315504.0,1,0,32,0,28740.0,1,0,0.0,0,0,1,0.0,6.0,0,1,False,2,0.13650485436893203,0.1726698848867434,0.951800965466023,0.0,True,False,False,False,False,False,False,False,False,False,True,False
0,52.0,0,12.0,70293.0,0,271091.0,1,0,34,0,33440.0,7,0,0.0,0,0,0,0.0,6.0,0,1,False,2,0.13650485436893203,0.31281761716544326,0.593845285149633,0.0,False,False,True,False,False,False,False,False,False,False,True,False
0,38.0,1,9.0,34319.0,0,202323.0,1,0,48,0,13460.0,4,0,0.0,0,0,1,0.0,1.0,0,1,False,1,0.15436893203883495,0.1726698848867434,0.751800965466023,0.0,True,False,False,False,False,False,True,False,False,False,False,False
0,43.0,0,13.0,22623.0,0,184773.0,1,1,15,0,8060.0,1,1,0.0,0,0,2,46858.0,1.0,1,1,False,1,0.13650485436893203,0.31281761716544326,1.193845285149633,0.0,False,False,True,False,False,False,False,False,False,False,True,False
0,40.0,1,13.0,79715.0,1,205669.0,0,0,6,0,23140.0,10,0,0.0,0,0,0,0.0,7.0,0,1,False,2,0.15436893203883495,0.1726698848867434,0.5518009654660231,0.0,True,False,False,False,False,False,True,False,False,False,False,False
0,54.0,0,16.0,19961.0,0,69660.0,1,0,36,0,3500.0,5,0,0.0,0,0,0,0.0,3.0,0,0,False,1,0.26485436893203884,0.3460559796437659,0.30381679389312977,0.0,False,False,False,True,False,False,False,False,False,True,False,False
0,51.0,0,12.0,40760.0,0,186223.0,0,1,24,0,11880.0,1,0,0.0,0,0,0,2058.0,8.0,1,1,False,2,0.13650485436893203,0.31281761716544326,0.593845285149633,0.0,False,False,True,False,False,False,False,False,False,False,True,False
0,27.0,2,11.0,68493.0,1,217494.0,0,1,22,1,20180.0,1,0,0.0,0,0,0,1958.0,5.0,1,1,False,2,0.22213592233009707,0.2736156351791531,0.5820846905537459,0.0,False,False,False,False,True,False,False,False,False,False,False,True
0,56.0,0,12.0,278.0,0,91930.0,1,0,58,1,26150.0,1,0,49641.0,2,0,0,0.0,8.0,0,1,False,1,0.26485436893203884,0.31281761716544326,0.393845285149633,1.0,False,False,True,False,False,False,False,False,False,True,False,False
0,48.0,0,8.0,137411.0,0,391680.0,0,1,22,1,11940.0,10,1,0.0,0,0,0,0.0,4.0,0,1,False,2,0.22213592233009707,0.31281761716544326,0.593845285149633,0.0,False,False,True,False,False,False,False,False,False,False,False,True
0,47.0,0,11.0,44963.0,0,160317.0,1,1,33,0,11610.0,5,1,0.0,0,0,5,0.0,14.0,0,0,False,3,0.10009708737864077,0.1726698848867434,2.6518009654660233,0.0,True,False,False,False,False,False,False,True,False,False,False,False
0,38.0,0,10.0,28409.0,0,205669.0,0,1,27,1,8140.0,10,1,0.0,0,0,1,0.0,7.0,0,0,False,1,0.15436893203883495,0.31281761716544326,0.6938452851496331,0.0,False,False,True,False,False,False,True,False,False,False,False,False
0,27.0,3,9.0,69794.0,1,205669.0,0,0,24,0,14660.0,4,0,2848.0,1,0,3,4313.0,6.0,1,1,False,2,0.13650485436893203,0.2917100242802636,1.7875130072840792,0.2,False,False,False,False,False,True,False,False,False,False,True,False
0,33.0,1,11.0,25544.0,1,205669.0,0,0,29,0,4050.0,1,0,3971.0,2,0,0,1736.0,1.0,1,1,False,0,0.22213592233009707,0.3460559796437659,0.2038167938931298,1.0,False,False,False,True,False,False,False,False,False,False,False,True
1,42.0,2,15.0,85408.0,0,274402.0,1,0,32,1,20170.0,10,0,697.0,2,0,0,4257.0,8.0,1,1,False,1,0.22213592233009707,0.1726698848867434,0.351800965466023,0.18181818181818182,True,False,False,False,False,False,False,False,False,False,False,True
0,55.0,0,11.0,3865.0,0,205669.0,0,0,27,0,16600.0,1,0,6089.0,2,1,0,3492.0,1.0,1,1,False,0,0.26485436893203884,0.2917100242802636,0.1875130072840791,1.0,False,False,False,False,False,True,False,False,False,True,False,False
0,50.0,0,13.0,94589.0,0,276150.0,1,1,8,0,6500.0,11,0,0.0,0,0,2,1413.0,1.0,1,1,False,0,0.22213592233009707,0.1726698848867434,0.951800965466023,0.0,True,False,False,False,False,False,False,False,False,False,False,True
0,48.0,0,10.0,116063.0,0,346587.0,0,1,48,1,8370.0,6,1,0.0,0,0,1,0.0,8.0,0,1,False,2,0.12203883495145632,0.31281761716544326,0.993845285149633,0.0,False,False,True,False,False,False,False,False,True,False,False,False
0,33.0,1,0.0,0.0,0,99663.0,1,0,41,0,11980.0,1,0,0.0,0,0,0,0.0,9.0,0,0,False,1,0.26485436893203884,0.2917100242802636,0.2875130072840791,0.0,False,False,False,False,False,True,False,False,False,True,False,False
0,53.0,0,12.0,16536.0,0,133204.0,1,0,24,0,3150.0,3,0,1335.0,2,0,0,0.0,6.0,0,1,False,2,0.26485436893203884,0.2917100242802636,0.5875130072840791,0.5,False,False,False,False,False,True,False,False,False,True,False,False
0,58.0,0,0.0,0.0,0,111793.0,1,0,29,0,8650.0,4,0,5240.0,4,0,0,0.0,12.0,0,1,False,2,0.26485436893203884,0.2917100242802636,0.5875130072840791,0.8,False,False,False,False,False,True,False,False,False,True,False,False
0,43.0,0,7.0,58112.0,0,205669.0,0,1,34,0,1500.0,4,1,0.0,0,0,2,0.0,11.0,0,0,False,2,0.15436893203883495,0.1726698848867434,1.251800965466023,0.0,True,False,False,False,False,False,True,False,False,False,False,False
0,49.0,0,12.0,66972.0,0,205669.0,0,1,17,0,24760.0,10,1,6813.0,5,0,0,0.0,8.0,0,1,False,1,0.13650485436893203,0.1726698848867434,0.351800965466023,0.45454545454545453,True,False,False,False,False,False,False,False,False,False,True,False
0,40.0,2,13.0,50537.0,0,193855.0,1,0,39,1,28960.0,1,0,1613.0,1,0,2,1036.0,8.0,1,1,False,1,0.22213592233009707,0.2736156351791531,1.182084690553746,0.5,False,False,False,False,True,False,False,False,False,False,False,True
0,54.0,0,12.0,65298.0,0,213225.0,1,0,5,0,8030.0,17,0,4528.0,3,0,5,3722.0,1.0,1,1,False,1,0.15436893203883495,0.2917100242802636,2.3875130072840793,0.16666666666666666,False,False,False,False,False,True,True,False,False,False,False,False
0,38.0,2,11.0,282292.0,1,205669.0,0,1,40,0,33530.0,4,0,0.0,0,0,4,0.0,17.0,0,0,False,4,0.10009708737864077,0.1726698848867434,2.451800965466023,0.0,True,False,False,False,False,False,False,True,False,False,False,False
0,49.0,0,13.0,83569.0,0,249804.0,1,1,23,0,6500.0,1,0,44932.0,1,1,0,0.0,7.0,0,1,False,2,0.12203883495145632,0.31281761716544326,0.593845285149633,0.5,False,False,True,False,False,False,False,False,True,False,False,False
0,39.0,0,6.0,53526.0,0,205669.0,0,0,51,0,12880.0,3,0,0.0,0,1,0,6827.0,8.0,1,0,False,3,0.10009708737864077,0.1726698848867434,0.6518009654660231,0.0,True,False,False,False,False,False,False,True,False,False,False,False
1,37.0,2,9.0,54349.0,0,212419.0,1,0,28,0,10630.0,13,0,1381.0,1,0,4,0.0,11.0,0,1,False,1,0.12203883495145632,0.2917100242802636,1.9875130072840792,0.07142857142857142,False,False,False,False,False,True,False,False,True,False,False,False
0,27.0,4,13.0,50139.0,0,167990.0,1,0,22,0,9210.0,1,0,1271.0,2,0,3,1842.0,1.0,1,1,False,1,0.22213592233009707,0.2917100242802636,1.5875130072840793,1.0,False,False,False,False,False,True,False,False,False,False,False,True
0,48.0,0,14.0,74597.0,0,300560.0,1,1,25,1,15730.0,4,0,0.0,0,0,0,0.0,1.0,0,0,False,2,0.22213592233009707,0.1726698848867434,0.45180096546602305,0.0,True,False,False,False,False,False,False,False,False,False,False,True
0,47.0,0,11.0,92543.0,0,236446.0,1,1,52,1,25250.0,6,0,30450.0,2,1,4,8798.0,9.0,1,1,False,3,0.26485436893203884,0.2637749120750293,2.379132473622509,0.2857142857142857,False,True,False,False,False,False,False,False,False,True,False,False
1,38.0,2,13.0,15755.0,0,112616.0,1,0,32,1,14440.0,4,0,1413.0,1,0,0,0.0,1.0,0,0,False,0,0.22213592233009707,0.1726698848867434,0.051800965466023016,0.2,True,False,False,False,False,False,False,False,False,False,False,True
0,44.0,0,12.0,53526.0,0,205669.0,0,0,32,1,10770.0,1,0,0.0,0,0,2,0.0,8.0,0,1,False,1,0.22213592233009707,0.2917100242802636,1.1875130072840792,0.0,False,False,False,False,False,True,False,False,False,False,False,True
0,44.0,2,7.0,20324.0,0,147038.0,1,0,20,0,10280.0,1,0,0.0,0,0,0,0.0,1.0,0,0,False,1,0.15436893203883495,0.3460559796437659,0.30381679389312977,0.0,False,False,False,True,False,False,True,False,False,False,False,False
0,46.0,0,12.0,5420.0,0,205669.0,0,1,29,0,12780.0,1,0,0.0,0,0,3,0.0,5.0,0,0,False,0,0.26485436893203884,0.1726698848867434,1.2518009654660232,0.0,True,False,False,False,False,False,False,False,False,True,False,False
0,50.0,0,11.0,109786.0,0,348666.0,1,0,35,0,9440.0,1,0,0.0,0,0,0,0.0,8.0,0,1,False,1,0.13650485436893203,0.1726698848867434,0.351800965466023,0.0,True,False,False,False,False,False,False,False,False,False,True,False
2,37.0,3,11.0,159092.0,0,382687.0,1,1,29,0,15050.0,6,1,1927.0,3,0,0,0.0,8.0,0,0,False,2,0.22213592233009707,0.1726698848867434,0.45180096546602305,0.42857142857142855,True,False,False,False,False,False,False,False,False,False,False,True
0,24.0,1,13.0,23109.0,0,93445.0,1,0,34,0,6210.0,14,1,5876.0,1,0,2,0.0,13.0,0,1,False,2,0.15436893203883495,0.2917100242802636,1.3875130072840793,0.06666666666666667,False,False,False,False,False,True,True,False,False,False,False,False
0,37.0,0,6.0,53895.0,0,161774.0,1,1,44,1,11250.0,17,0,0.0,0,0,0,5636.0,11.0,1,1,False,2,0.15436893203883495,0.31281761716544326,0.593845285149633,0.0,False,False,True,False,False,False,True,False,False,False,False,False
0,38.0,2,14.0,53526.0,0,152554.0,1,0,41,0,9450.0,6,0,1584.0,3,0,0,0.0,7.0,0,1,False,1,0.15436893203883495,0.2917100242802636,0.3875130072840791,0.42857142857142855,False,False,False,False,False,True,True,False,False,False,False,False
0,43.0,2,12.0,60973.0,1,205669.0,0,0,56,1,5800.0,1,0,0.0,0,1,1,3414.0,8.0,1,1,False,2,0.22213592233009707,0.3460559796437659,1.00381679389313,0.0,False,False,False,True,False,False,False,False,False,False,False,True
0,46.0,0,8.0,53526.0,0,162243.0,1,0,17,1,10990.0,4,0,0.0,0,0,0,0.0,9.0,0,1,False,1,0.22213592233009707,0.2917100242802636,0.3875130072840791,0.0,False,False,False,False,False,True,False,False,False,False,False,True
0,36.0,0,10.0,85731.0,0,205669.0,0,0,13,1,21660.0,10,0,4002.0,2,0,1,7161.0,3.0,1,1,False,2,0.22213592233009707,0.31281761716544326,0.993845285149633,0.18181818181818182,False,False,True,False,False,False,False,False,False,False,False,True
0,50.0,0,12.0,34703.0,0,162958.0,0,1,31,1,9970.0,10,0,651.0,3,0,2,0.0,6.0,0,1,False,1,0.22213592233009707,0.1726698848867434,1.151800965466023,0.2727272727272727,True,False,False,False,False,False,False,False,False,False,False,True
0,31.0,0,3.0,57017.0,0,202880.0,0,1,45,0,10870.0,6,1,0.0,0,0,0,0.0,14.0,0,1,False,3,0.26485436893203884,0.31281761716544326,0.793845285149633,0.0,False,False,True,False,False,False,False,False,False,True,False,False
0,47.0,0,0.0,0.0,0,205669.0,1,1,35,1,11610.0,7,1,19545.0,1,1,0,26305.0,1.0,1,0,False,1,0.26485436893203884,0.31281761716544326,0.293845285149633,0.125,False,False,True,False,False,False,False,False,False,True,False,False
1,42.0,2,11.0,14166.0,1,205669.0,0,0,36,0,23280.0,6,0,0.0,0,0,3,5717.0,5.0,1,1,False,0,0.26485436893203884,0.1726698848867434,1.3518009654660232,0.0,True,False,False,False,False,False,False,False,False,True,False,False
0,44.0,2,9.0,66069.0,1,205669.0,0,1,19,1,22700.0,9,1,5117.0,2,0,3,0.0,12.0,0,1,False,2,0.12203883495145632,0.2637749120750293,1.779132473622509,0.2,False,True,False,False,False,False,False,False,True,False,False,False
0,59.0,0,0.0,0.0,0,113739.0,1,0,52,0,11480.0,10,0,0.0,0,1,2,0.0,12.0,0,0,False,2,0.26485436893203884,0.2917100242802636,1.2875130072840792,0.0,False,False,False,False,False,True,False,False,False,True,False,False
0,40.0,2,15.0,36846.0,0,138850.0,1,1,65,0,9180.0,7,0,2743.0,1,0,3,0.0,1.0,0,1,False,4,0.12203883495145632,0.31281761716544326,2.1938452851496333,0.125,False,False,True,False,False,False,False,False,True,False,False,False
0,31.0,2,0.0,0.0,0,205669.0,1,0,48,0,7740.0,4,0,7323.0,1,0,7,4306.0,1.0,1,1,False,0,0.26485436893203884,0.3460559796437659,3.00381679389313,0.2,False,False,False,True,False,False,False,False,False,True,False,False
0,40.0,0,11.0,164807.0,0,205669.0,0,1,22,0,5500.0,1,1,0.0,0,0,0,0.0,17.0,0,1,False,4,0.26485436893203884,0.31281761716544326,0.993845285149633,0.0,False,False,True,False,False,False,False,False,False,True,False,False
2,36.0,2,0.0,0.0,0,110346.0,1,0,28,0,5100.0,4,0,39425.0,3,1,1,1813.0,9.0,1,1,False,1,0.26485436893203884,0.1726698848867434,0.751800965466023,0.6,True,False,False,False,False,False,False,False,False,True,False,False
0,54.0,0,12.0,77267.0,0,205669.0,0,0,14,0,14630.0,1,0,8395.0,2,0,0,0.0,9.0,0,1,False,2,0.12203883495145632,0.2917100242802636,0.5875130072840791,1.0,False,False,False,False,False,True,False,False,True,False,False,False
0,45.0,0,11.0,53526.0,0,276390.0,1,1,11,0,14060.0,1,1,0.0,0,0,0,0.0,9.0,0,1,False,3,0.10009708737864077,0.1726698848867434,0.751800965466023,0.0,True,False,False,False,False,False,False,True,False,False,False,False
0,58.0,0,0.0,0.0,0,205669.0,1,1,29,1,7300.0,4,1,3485.0,3,0,8,0.0,1.0,0,0,False,1,0.26485436893203884,0.31281761716544326,3.493845285149633,0.6,False,False,True,False,False,False,False,False,False,True,False,False
0,39.0,0,0.0,0.0,0,205669.0,0,0,53,1,5500.0,1,0,0.0,0,0,0,0.0,8.0,0,0,False,1,0.26485436893203884,0.3460559796437659,0.30381679389312977,0.0,False,False,False,True,False,False,False,False,False,True,False,False
0,46.0,0,12.0,3929.0,0,69208.0,1,0,56,0,1500.0,6,0,0.0,0,0,2,0.0,18.0,0,0,False,4,0.26485436893203884,0.2917100242802636,1.6875130072840792,0.0,False,False,False,False,False,True,False,False,False,True,False,False
0,32.0,4,14.0,2270.0,0,205669.0,1,1,41,0,1730.0,1,1,0.0,0,1,1,0.0,8.0,0,1,False,0,0.26485436893203884,0.1726698848867434,0.5518009654660231,0.0,True,False,False,False,False,False,False,False,False,True,False,False
1,57.0,2,0.0,0.0,0,205669.0,1,1,29,0,9240.0,1,1,8336.0,2,1,5,2463.0,1.0,1,1,False,1,0.26485436893203884,0.31281761716544326,2.393845285149633,1.0,False,False,True,False,False,False,False,False,False,True,False,False
0,47.0,0,15.0,91221.0,0,263877.0,1,0,31,1,1500.0,4,0,5385.0,2,0,2,465.0,7.0,1,1,False,2,0.22213592233009707,0.3460559796437659,1.4038167938931299,0.4,False,False,False,True,False,False,False,False,False,False,False,True
0,44.0,2,12.0,6035.0,1,205669.0,0,1,29,0,6500.0,10,1,23949.0,1,1,6,0.0,1.0,0,1,False,0,0.26485436893203884,0.31281761716544326,2.593845285149633,0.09090909090909091,False,False,True,False,False,False,False,False,False,True,False,False
0,44.0,0,10.0,146338.0,0,205669.0,0,1,21,1,22620.0,1,0,37211.0,3,1,3,5016.0,10.0,1,1,False,3,0.26485436893203884,0.2637749120750293,1.979132473622509,1.5,False,True,False,False,False,False,False,False,False,True,False,False
1,46.0,0,8.0,109874.0,0,319629.0,1,1,72,0,19450.0,6,0,0.0,0,0,2,0.0,6.0,0,1,False,2,0.22213592233009707,0.2917100242802636,1.3875130072840793,0.0,False,False,False,False,False,True,False,False,False,False,False,True
0,55.0,0,8.0,245498.0,0,205669.0,0,1,13,1,33790.0,1,1,7531.0,2,0,1,0.0,18.0,0,1,False,4,0.26485436893203884,0.2637749120750293,1.379132473622509,1.0,False,True,False,False,False,False,False,False,False,True,False,False
0,52.0,0,13.0,255823.0,0,205669.0,0,0,54,1,47030.0,6,0,0.0,0,0,3,0.0,8.0,0,1,False,4,0.12203883495145632,0.2637749120750293,2.179132473622509,0.0,False,True,False,False,False,False,False,False,True,False,False,False
0,43.0,2,7.0,33703.0,0,87190.0,1,0,5,0,19010.0,1,0,1159.0,3,0,0,0.0,9.0,0,1,False,4,0.26485436893203884,0.2917100242802636,0.9875130072840791,1.5,False,False,False,False,False,True,False,False,False,True,False,False
0,52.0,0,11.0,12363.0,0,205669.0,1,1,42,0,2740.0,13,0,0.0,0,1,0,0.0,1.0,0,1,False,0,0.15436893203883495,0.1726698848867434,0.151800965466023,0.0,True,False,False,False,False,False,True,False,False,False,False,False
0,51.0,0,10.0,8900.0,0,80818.0,1,0,65,0,11600.0,1,0,0.0,0,0,1,0.0,1.0,0,0,False,1,0.26485436893203884,0.1726698848867434,0.6518009654660231,0.0,True,False,False,False,False,False,False,False,False,True,False,False
0,47.0,0,12.0,47235.0,0,205801.0,0,1,27,0,10920.0,4,1,9933.0,2,0,2,3354.0,1.0,1,1,False,1,0.22213592233009707,0.31281761716544326,1.193845285149633,0.4,False,False,True,False,False,False,False,False,False,False,False,True
0,52.0,0,10.0,27019.0,0,142929.0,0,0,59,0,9400.0,16,0,0.0,0,0,1,0.0,13.0,0,0,False,2,0.13650485436893203,0.3460559796437659,0.9038167938931299,0.0,False,False,False,True,False,False,False,False,False,False,True,False
0,34.0,2,0.0,0.0,1,205669.0,0,0,22,0,11520.0,9,0,0.0,0,1,0,0.0,9.0,0,1,False,1,0.26485436893203884,0.2917100242802636,0.3875130072840791,0.0,False,False,False,False,False,True,False,False,False,True,False,False
0,41.0,0,10.0,198600.0,0,460196.0,1,0,5,0,19480.0,6,0,0.0,0,0,2,0.0,12.0,0,1,False,4,0.12203883495145632,0.2917100242802636,1.7875130072840792,0.0,False,False,False,False,False,True,False,False,True,False,False,False
0,48.0,0,10.0,7302.0,0,205669.0,0,0,27,0,7030.0,10,0,3564.0,1,0,3,5911.0,1.0,1,1,False,0,0.26485436893203884,0.2917100242802636,1.3875130072840793,0.09090909090909091,False,False,False,False,False,True,False,False,False,True,False,False
0,67.0,0,15.0,2558.0,0,205669.0,1,1,41,1,1500.0,1,1,0.0,0,0,2,0.0,1.0,0,1,False,1,0.26485436893203884,0.2917100242802636,1.1875130072840792,0.0,False,False,False,False,False,True,False,False,False,True,False,False
0,43.0,0,14.0,30037.0,0,166871.0,1,1,5,0,11920.0,3,1,25664.0,3,1,3,0.0,1.0,0,1,False,0,0.22213592233009707,0.31281761716544326,1.3938452851496332,0.75,False,False,True,False,False,False,False,False,False,False,False,True
0,36.0,3,15.0,79457.0,1,213122.0,0,0,34,0,5100.0,1,0,0.0,0,0,1,1368.0,8.0,1,1,False,2,0.13650485436893203,0.2917100242802636,0.9875130072840791,0.0,False,False,False,False,False,True,False,False,False,False,True,False
0,58.0,0,14.0,37991.0,0,205669.0,0,0,23,0,14000.0,4,0,0.0,0,1,2,3998.0,1.0,1,1,False,1,0.12203883495145632,0.3460559796437659,1.20381679389313,0.0,False,False,False,True,False,False,False,False,True,False,False,False
0,37.0,1,12.0,64020.0,1,205669.0,0,0,42,0,15620.0,4,0,0.0,0,0,1,0.0,10.0,0,1,False,2,0.13650485436893203,0.1726698848867434,0.951800965466023,0.0,True,False,False,False,False,False,False,False,False,False,True,False
0,44.0,0,11.0,108412.0,0,205669.0,0,1,47,0,1500.0,1,0,7859.0,1,0,0,0.0,18.0,0,1,False,4,0.26485436893203884,0.1726698848867434,0.951800965466023,0.5,True,False,False,False,False,False,False,False,False,True,False,False
0,51.0,0,7.0,94082.0,0,255867.0,1,1,57,0,15140.0,9,1,0.0,0,0,2,0.0,9.0,0,1,False,2,0.12203883495145632,0.1726698848867434,1.351800965466023,0.0,True,False,False,False,False,False,False,False,True,False,False,False
0,28.0,2,9.0,54005.0,0,164212.0,1,0,46,1,1500.0,1,0,0.0,0,0,0,0.0,7.0,0,0,False,2,0.22213592233009707,0.3460559796437659,0.5038167938931298,0.0,False,False,False,True,False,False,False,False,False,False,False,True
0,50.0,0,12.0,26748.0,0,122059.0,0,1,25,1,31770.0,6,0,7808.0,3,0,2,0.0,6.0,0,1,False,0,0.22213592233009707,0.2637749120750293,0.9791324736225088,0.42857142857142855,False,True,False,False,False,False,False,False,False,False,False,True
0,44.0,0,12.0,92673.0,0,294311.0,1,1,20,1,11020.0,10,0,0.0,0,0,2,0.0,14.0,0,1,False,3,0.26485436893203884,0.31281761716544326,1.5938452851496332,0.0,False,False,True,False,False,False,False,False,False,True,False,False
0,52.0,0,15.0,88691.0,0,279497.0,1,1,40,0,18200.0,4,1,1261.0,4,0,2,0.0,10.0,0,1,False,2,0.22213592233009707,0.2736156351791531,1.382084690553746,0.8,False,False,False,False,True,False,False,False,False,False,False,True
0,41.0,0,13.0,104652.0,0,277713.0,1,1,25,1,24660.0,9,1,0.0,0,0,0,0.0,9.0,0,1,False,3,0.13650485436893203,0.2637749120750293,0.7791324736225088,0.0,False,True,False,False,False,False,False,False,False,False,True,False
0,42.0,3,10.0,89052.0,0,213519.0,1,0,12,1,15550.0,10,0,0.0,0,0,0,0.0,6.0,0,0,False,2,0.22213592233009707,0.2917100242802636,0.4875130072840791,0.0,False,False,False,False,False,True,False,False,False,False,False,True
0,37.0,2,13.0,133335.0,1,205669.0,0,0,15,1,21740.0,1,0,975.0,2,0,6,3854.0,13.0,1,1,False,2,0.22213592233009707,0.2917100242802636,2.9875130072840794,1.0,False,False,False,False,False,True,False,False,False,False,False,True
1,58.0,2,17.0,3272.0,0,205669.0,1,1,42,0,7200.0,1,1,5086.0,2,0,2,3231.0,5.0,1,1,False,0,0.26485436893203884,0.1726698848867434,0.951800965466023,1.0,True,False,False,False,False,False,False,False,False,True,False,False
0,32.0,2,15.0,77222.0,0,205669.0,1,1,36,0,12420.0,4,0,0.0,0,0,2,0.0,9.0,0,0,False,1,0.13650485436893203,0.1726698848867434,1.051800965466023,0.0,True,False,False,False,False,False,False,False,False,False,True,False
0,38.0,2,14.0,58833.0,0,193644.0,1,1,41,1,17680.0,1,1,0.0,0,1,2,4611.0,10.0,1,1,False,2,0.22213592233009707,0.2736156351791531,1.382084690553746,0.0,False,False,False,False,True,False,False,False,False,False,False,True
1,42.0,3,13.0,58797.0,1,205669.0,0,1,5,1,19980.0,4,1,1310.0,2,0,4,0.0,23.0,0,1,False,4,0.26485436893203884,0.2736156351791531,2.5820846905537462,0.4,False,False,False,False,True,False,False,False,False,True,False,False
1,42.0,2,10.0,32526.0,0,165588.0,1,0,38,0,20150.0,1,0,0.0,0,0,0,0.0,5.0,0,1,False,0,0.15436893203883495,0.31281761716544326,0.19384528514963298,0.0,False,False,True,False,False,False,True,False,False,False,False,False
1,44.0,2,14.0,13587.0,0,130260.0,1,0,43,0,7260.0,6,0,0.0,0,0,0,0.0,6.0,0,0,False,1,0.26485436893203884,0.3460559796437659,0.30381679389312977,0.0,False,False,False,True,False,False,False,False,False,True,False,False
0,46.0,0,13.0,53526.0,0,140734.0,1,1,50,1,11700.0,1,1,0.0,0,0,0,0.0,8.0,0,0,False,1,0.22213592233009707,0.31281761716544326,0.293845285149633,0.0,False,False,True,False,False,False,False,False,False,False,False,True
3,44.0,3,12.0,24197.0,1,205669.0,0,0,44,1,3920.0,1,0,0.0,0,0,2,0.0,7.0,0,0,False,1,0.22213592233009707,0.3460559796437659,1.1038167938931298,0.0,False,False,False,True,False,False,False,False,False,False,False,True
0,37.0,1,7.0,111183.0,1,314817.0,0,0,67,0,12420.0,10,0,0.0,0,0,0,0.0,8.0,0,1,False,2,0.13650485436893203,0.3460559796437659,0.6038167938931298,0.0,False,False,False,True,False,False,False,False,False,False,True,False
0,45.0,0,14.0,65466.0,0,212677.0,1,1,24,1,7080.0,3,0,0.0,0,0,2,0.0,1.0,0,1,False,1,0.22213592233009707,0.31281761716544326,1.193845285149633,0.0,False,False,True,False,False,False,False,False,False,False,False,True
0,48.0,0,14.0,48866.0,0,185826.0,1,0,36,0,26400.0,3,0,0.0,0,0,0,0.0,8.0,0,1,False,2,0.13650485436893203,0.31281761716544326,0.593845285149633,0.0,False,False,True,False,False,False,False,False,False,False,True,False
